idade_pessoa,salario_pessoa,situacao_propriedade_pessoa,tempo_trabalhado_pessoa,motivo_emprestimo,pontuacao_emprestimo,valor_emprestimo,taxa_juros_emprestimo,status_emprestimo,porcentagem_salario_emprestimo,foi_inadimplente_cb,tempo_primeira_solicitacao_credito_cb
25,27800,Própria,NULL,Empreendimento,A,14125,6.99,0,0.51,N,4
23,50252,Aluguel,6,Educativo,C,2000,13.92,0,0.04,S,3
24,52582,Aluguel,5,Médico,B,8500,10.62,0,0.16,N,2
23,67000,Hipoteca,0,Empreendimento,A,6000,9.32,0,0.09,N,2
21,38500,Hipoteca,5,Personal,A,6500,7.51,0,0.17,N,3
22,36000,Aluguel,7,Personal,B,4200,NULL,0,0.12,N,4
33,25000,Hipoteca,4,Educativo,B,1600,11.36,0,0.06,N,7
24,14400,Aluguel,4,Empreendimento,B,2000,10.65,0,0.14,N,4
33,80000,Hipoteca,9,Empreendimento,B,6000,11.11,0,0.07,N,8
34,80000,Hipoteca,NULL,Personal,A,15000,6.03,0,0.19,N,10
24,125000,Aluguel,4,Empreendimento,B,11500,10.38,0,0.09,N,2
NULL,NULL,Aluguel,3,Pagamento de débitos,B,7000,6.54,0,0.15,N,4
23,41000,Aluguel,3,Médico,B,6000,10.99,0,0.15,N,2
36,54000,Hipoteca,1,Médico,E,10000,14.93,1,0.19,S,11
24,32004,Hipoteca,5,Empreendimento,C,14000,12.73,0,0.44,N,4
48,50000,Aluguel,1,Melhora do lar,B,5000,11.49,0,0.1,N,12
25,54000,Hipoteca,9,Personal,C,16000,NULL,0,0.3,N,4
22,96000,Hipoteca,6,Educativo,A,9000,7.49,0,0.09,N,4
28,52000,Aluguel,1,Empreendimento,C,8000,NULL,0,0.15,N,8
25,35360,Hipoteca,9,Médico,A,10000,8.94,0,0.28,N,2
26,29760,Aluguel,6,Médico,B,7750,9.62,0,0.26,N,4
23,44496,Hipoteca,2,Educativo,A,3500,NULL,0,0.08,N,4
21,50000,Aluguel,4,Educativo,B,11000,10,0,0.22,N,3
24,27000,Aluguel,8,Médico,B,4000,10.75,0,0.15,N,4
22,40000,Aluguel,0,Médico,A,12800,8.9,1,0.32,N,2
22,60000,Aluguel,1,Empreendimento,B,7500,NULL,0,0.13,N,4
28,150000,Aluguel,13,Personal,B,3000,10.75,0,0.02,N,5
30,34000,Aluguel,1,Melhora do lar,C,7500,NULL,1,0.22,S,8
31,65000,Aluguel,9,Empreendimento,B,20000,10.65,1,0.31,N,8
29,56000,Hipoteca,0,Empreendimento,C,6000,13.23,0,0.11,S,7
30,36000,Aluguel,3,Personal,B,8000,11.36,0,0.22,N,8
38,56100,Hipoteca,4,Médico,C,6100,14.79,1,0.09,S,14
24,30996,Aluguel,2,Médico,A,5600,7.49,0,0.18,N,2
27,85248,Aluguel,0,Médico,B,10000,9.99,0,0.12,N,9
30,42000,Aluguel,1,Personal,B,1600,10.37,0,0.04,N,6
23,87000,Hipoteca,5,Pagamento de débitos,C,15000,14.35,0,0.17,N,2
22,39600,Hipoteca,6,Pagamento de débitos,C,4650,10.28,1,0.12,N,4
33,135000,Hipoteca,0,Empreendimento,A,10000,7.51,0,0.07,N,10
22,29120,Aluguel,1,Empreendimento,B,6800,10.59,0,0.23,N,2
24,35500,Aluguel,3,Personal,A,16000,NULL,1,0.45,N,4
25,73000,Hipoteca,8,Personal,D,20000,13.12,1,0.27,S,4
26,85500,Aluguel,0,Educativo,A,10000,NULL,0,0.12,N,2
26,35000,Própria,1,Empreendimento,B,5600,11.11,0,0.16,N,4
28,47000,Aluguel,9,Médico,B,7875,NULL,0,0.17,N,10
22,55000,Aluguel,3,Médico,A,2200,5.79,0,0.04,N,4
26,99996,Aluguel,7,Personal,D,8000,16.32,0,0.08,S,3
32,86496,Aluguel,6,Melhora do lar,B,12000,11.71,0,0.14,N,9
24,75000,Hipoteca,8,Médico,A,15000,7.51,0,0.2,N,2
30,54000,Hipoteca,3,Pagamento de débitos,C,5000,12.61,1,0.09,N,9
29,92000,Aluguel,2,Pagamento de débitos,C,20000,13.72,0,0.22,N,10
25,62000,Aluguel,2,Melhora do lar,A,13000,6.91,0,0.21,N,2
25,75000,Hipoteca,9,Pagamento de débitos,A,9600,5.42,0,0.13,N,4
24,33360,Hipoteca,6,Pagamento de débitos,B,6000,10.59,0,0.18,N,3
21,52000,Hipoteca,5,Pagamento de débitos,A,13250,5.99,0,0.25,N,2
39,30000,Aluguel,6,Pagamento de débitos,D,9000,16.89,1,0.3,N,16
23,35500,Hipoteca,0,Médico,C,3000,11.28,0,0.08,S,3
24,58033,Aluguel,4,Empreendimento,B,8000,10.62,0,0.14,N,2
33,170000,Própria,15,Médico,C,21000,14.26,0,0.12,N,9
25,119000,Aluguel,4,Educativo,A,16000,NULL,0,0.13,N,2
41,105000,Hipoteca,4,Empreendimento,B,21000,10.25,0,0.2,N,15
24,108000,Hipoteca,4,Personal,A,10000,5.99,0,0.09,N,2
23,54000,Aluguel,2,Personal,F,9600,20.62,1,0.18,S,2
22,57500,Aluguel,3,Personal,C,2400,15.23,0,0.04,N,3
22,80000,Hipoteca,5,Empreendimento,B,9500,11.71,0,0.12,N,3
29,120000,Hipoteca,12,Empreendimento,B,12000,10.65,0,0.1,N,9
27,38004,Aluguel,5,Educativo,C,15000,12.73,1,0.39,N,10
26,44004,Aluguel,2,Médico,A,4500,7.74,0,0.1,N,3
21,70000,Aluguel,5,Médico,B,9700,12.53,0,0.14,N,4
22,45000,Hipoteca,2,Educativo,D,8000,16.49,0,0.18,S,4
22,25000,Própria,6,Empreendimento,A,13000,7.88,0,0.52,N,3
22,70000,Hipoteca,4,Empreendimento,B,13750,10.75,0,0.2,N,3
25,123144,Aluguel,2,Médico,B,12000,10.75,0,0.1,N,2
24,30000,Aluguel,6,Educativo,E,7750,NULL,0,0.26,S,2
26,83300,Aluguel,2,Médico,D,16500,16.77,1,0.17,N,4
23,28800,Própria,2,Personal,B,3000,11.11,0,0.1,N,4
30,310000,Hipoteca,13,Pagamento de débitos,B,14000,NULL,0,0.05,N,10
37,33600,Aluguel,3,Personal,B,8000,NULL,0,0.24,N,17
24,30000,Hipoteca,NULL,Melhora do lar,A,8000,6.17,0,0.27,N,2
NULL,130000,Própria,13,Melhora do lar,D,16000,NULL,0,0.4,N,15
33,NULL,Hipoteca,17,NULL,C,1500,11.49,0,0.02,N,16
25,NULL,Hipoteca,3,Pagamento de débitos,B,25000,14.96,NULL,0.21,S,9
26,35000,Hipoteca,10,Melhora do lar,B,2500,9.25,0,0.07,N,3
33,51000,Hipoteca,12,Médico,A,7200,6.76,0,0.14,N,5
21,21600,Própria,NULL,Empreendimento,A,7125,6.99,0,0.33,N,3
32,307000,Própria,10,Empreendimento,C,11000,14.26,0,0.04,S,10
31,42000,Aluguel,3,Médico,B,5000,11.86,0,0.12,N,9
35,60000,Aluguel,0,Pagamento de débitos,C,4000,13.98,0,0.07,N,7
22,124000,Hipoteca,6,Médico,C,11000,NULL,0,0.09,N,3
41,52106,Aluguel,4,Educativo,C,5000,12.84,1,0.1,N,13
25,50000,Aluguel,4,Pagamento de débitos,C,8000,13.85,0,0.16,N,3
24,72000,Aluguel,3,Educativo,A,6000,7.66,0,0.08,N,3
29,92250,Aluguel,2,Médico,B,13000,10.99,0,0.14,N,9
25,46116,Hipoteca,9,Pagamento de débitos,C,10000,11.03,0,0.22,N,3
36,130000,Hipoteca,9,NULL,NULL,6000,10.37,0,0.09,N,3
30,75000,Aluguel,5,Melhora do lar,B,22000,10.62,0,0.29,N,10
23,42000,Hipoteca,2,Educativo,B,5200,10.25,0,0.12,N,4
24,60000,Hipoteca,3,Melhora do lar,B,4000,11.86,0,0.07,N,2
21,40000,Aluguel,0,Educativo,A,1775,6.54,0,0.04,N,3
27,60000,Hipoteca,NULL,Pagamento de débitos,B,4000,9.91,0,0.07,N,7
22,36000,Aluguel,5,Educativo,A,4500,6.17,0,0.13,N,3
25,80000,Aluguel,8,Pagamento de débitos,D,5000,14.96,1,0.06,S,4
22,53500,Aluguel,2,Educativo,B,10000,9.99,0,0.19,N,3
32,50000,Aluguel,3,Médico,C,2500,13.49,0,0.05,N,10
23,18460,Aluguel,0,Personal,A,2775,7.68,0,0.15,N,2
21,36000,Hipoteca,3,Pagamento de débitos,A,4000,5.99,0,0.11,N,4
23,50000,Aluguel,8,Empreendimento,A,7000,NULL,0,0.14,N,2
28,50123,Hipoteca,11,Personal,B,2200,11.49,0,0.04,N,8
27,50000,Hipoteca,7,Médico,A,9500,8.9,0,0.19,N,8
23,88000,Hipoteca,3,Empreendimento,A,2700,7.9,0,0.03,N,4
28,78000,Hipoteca,1,Melhora do lar,C,5000,12.99,0,0.06,S,7
28,68804,Hipoteca,1,Educativo,A,22000,6.99,0,0.32,N,6
40,33000,Hipoteca,2,Médico,B,1000,NULL,0,0.03,N,16
31,135000,Hipoteca,14,Personal,B,15000,10.75,0,0.11,N,6
29,75996,Própria,3,Empreendimento,B,8000,10.74,0,0.11,N,10
29,125000,Aluguel,2,Pagamento de débitos,A,14000,9.63,0,0.11,N,6
23,NULL,Hipoteca,7,Médico,NULL,6000,7.9,0,0.11,N,7
26,18144,Aluguel,2,Personal,B,2675,9.91,0,0.15,N,4
24,57000,Hipoteca,NULL,Melhora do lar,A,6000,NULL,0,0.12,N,2
29,30000,Hipoteca,3,Empreendimento,A,6000,5.79,0,0.2,N,8
31,160000,Aluguel,8,Empreendimento,C,3600,15.23,0,0.02,N,7
25,42000,Hipoteca,9,Educativo,A,9100,NULL,0,0.22,N,3
39,110000,Aluguel,5,Melhora do lar,C,4500,13.49,0,0.04,N,11
23,56880,Aluguel,7,Educativo,B,5600,NULL,0,0.1,N,2
21,15874,Aluguel,NULL,Educativo,B,1500,NULL,0,0.09,N,3
28,44928,Hipoteca,5,Empreendimento,C,1000,13.06,0,0.02,S,8
24,36000,Própria,5,Personal,B,8000,10.65,0,0.22,N,2
30,135000,Aluguel,4,Empreendimento,D,25000,15.21,0,0.19,N,9
24,67000,Hipoteca,0,Pagamento de débitos,A,4000,7.49,0,0.06,N,3
23,50004,Hipoteca,7,Personal,B,16000,11.83,0,0.32,N,2
25,45996,Aluguel,3,Empreendimento,C,11500,12.53,0,0.25,N,4
24,105000,Hipoteca,0,Empreendimento,A,18000,8.94,0,0.17,N,3
24,45000,Hipoteca,5,Personal,A,10000,5.79,0,0.22,N,4
28,55000,Aluguel,3,Médico,B,6000,10.74,0,0.11,N,8
25,121000,Hipoteca,9,Médico,B,13600,11.99,0,0.11,N,2
24,85000,Hipoteca,4,Pagamento de débitos,B,15000,9.88,0,0.18,N,3
23,85000,Aluguel,7,Médico,B,10000,11.89,0,0.12,N,4
25,42000,Hipoteca,3,Melhora do lar,A,10000,5.42,0,0.24,N,2
47,305000,Hipoteca,6,Melhora do lar,C,10000,13.43,0,0.03,S,12
24,72996,Aluguel,2,Personal,B,5500,11.49,0,0.08,N,3
35,50000,Aluguel,4,Personal,B,7000,11.49,0,0.14,N,9
31,168000,Hipoteca,2,Empreendimento,B,15500,9.25,0,0.09,N,7
28,116000,Hipoteca,12,Empreendimento,A,14000,7.51,0,0.12,N,6
25,140000,Hipoteca,3,Médico,B,8000,11.71,0,0.06,N,2
22,27000,Aluguel,0,Empreendimento,D,5000,NULL,1,0.19,S,2
25,75000,Própria,9,Educativo,B,5600,10.62,0,0.07,N,2
25,61995,Aluguel,2,Empreendimento,B,8000,9.99,0,0.13,N,4
23,40000,Aluguel,3,Educativo,A,6000,5.79,0,0.15,N,4
21,19200,Aluguel,0,Personal,B,3000,10.99,1,0.16,N,2
25,48000,Aluguel,0,Melhora do lar,F,3200,NULL,1,0.07,S,4
28,66000,Aluguel,11,Pagamento de débitos,C,9000,13.99,0,0.14,N,7
27,24000,Própria,0,Empreendimento,A,8500,5.42,0,0.35,N,6
43,22800,Aluguel,0,Médico,B,5075,10.59,0,0.22,N,12
25,24000,Aluguel,1,Pagamento de débitos,D,12000,12.17,1,0.5,S,4
23,28872,Própria,7,Empreendimento,B,2000,10.37,0,0.07,N,3
31,70000,Hipoteca,11,Educativo,A,2000,7.4,0,0.03,N,7
26,95000,Aluguel,4,Pagamento de débitos,A,4800,NULL,0,0.05,N,4
29,28080,Aluguel,1,Médico,B,2500,10.99,0,0.09,N,8
23,30000,Hipoteca,7,Educativo,A,12000,8.94,0,0.4,N,4
22,79000,Aluguel,3,Pagamento de débitos,A,10000,7.88,0,0.13,N,2
45,35000,Outro,6,Personal,B,4800,NULL,0,0.14,N,12
22,34000,Aluguel,4,Personal,A,6000,NULL,1,0.18,N,2
22,45630,Aluguel,0,Educativo,E,2500,18.64,1,0.05,N,2
35,58000,Hipoteca,8,Médico,C,6000,12.99,0,0.1,S,8
23,40308,Hipoteca,1,Educativo,A,5000,7.68,0,0.12,N,4
30,40000,Aluguel,1,Pagamento de débitos,A,5500,7.74,0,0.14,N,10
24,50000,Hipoteca,0,Melhora do lar,B,5500,NULL,0,0.11,N,3
64,46000,Aluguel,2,Personal,C,4800,11.09,0,0.1,S,24
24,56100,Hipoteca,0,Médico,B,6000,11.71,1,0.09,N,4
21,65496,Hipoteca,3,Pagamento de débitos,B,13250,10.37,0,0.2,N,4
22,42000,Aluguel,2,Educativo,A,6500,5.99,0,0.15,N,2
26,126000,Hipoteca,4,Pagamento de débitos,C,7500,13.92,0,0.06,N,2
26,80000,Aluguel,10,Empreendimento,B,12000,11.83,0,0.15,N,3
24,115154,Aluguel,8,Pagamento de débitos,C,3000,14.27,0,0.03,S,2
41,24000,Própria,3,Educativo,C,4500,12.99,0,0.19,S,12
27,90000,Hipoteca,8,Pagamento de débitos,A,12000,7.29,0,0.13,N,5
26,123996,Hipoteca,10,Médico,A,2000,5.42,0,0.02,N,4
22,30000,Aluguel,4,Pagamento de débitos,D,7000,16.49,1,0.23,S,3
33,18720,Própria,0,Médico,C,3500,13.16,1,0.19,N,5
23,92000,Hipoteca,7,Empreendimento,E,7500,11.83,NULL,NULL,N,4
22,82000,Hipoteca,6,Pagamento de débitos,C,6000,NULL,0,0.07,N,2
24,61193,Hipoteca,5,Educativo,A,6400,8.59,0,0.1,N,3
24,40944,Aluguel,0,Médico,B,8200,11.36,0,0.2,N,2
36,50000,Aluguel,4,Melhora do lar,C,3125,13.47,0,0.06,S,14
22,72000,Própria,2,Médico,A,15000,7.9,0,0.21,N,2
45,210000,Hipoteca,14,Pagamento de débitos,A,12000,9.63,0,0.06,N,12
32,40020,Aluguel,2,Pagamento de débitos,C,9000,14.35,0,0.22,N,6
63,37000,Aluguel,24,Pagamento de débitos,C,5450,15.96,1,0.15,N,22
22,39900,Aluguel,4,Educativo,B,19000,12.18,1,0.48,N,2
22,36628,Aluguel,4,Educativo,B,6000,11.86,0,0.16,N,4
27,80000,Hipoteca,4,Personal,A,6000,6.03,0,0.07,N,10
34,57000,Aluguel,7,NULL,NULL,18000,10.39,0,0.5,N,2
22,24996,Aluguel,3,Médico,D,5000,NULL,1,0.2,S,3
25,50000,Aluguel,6,Empreendimento,A,8000,7.9,0,0.16,N,4
23,75000,Aluguel,8,Educativo,C,7500,13.48,0,0.1,S,3
27,57504,Hipoteca,11,Médico,B,17000,12.18,1,0.3,N,8
34,21000,Aluguel,2,Médico,A,2100,7.88,0,0.1,N,8
24,91228,Hipoteca,2,Médico,A,12000,7.49,0,0.13,N,3
23,16000,Própria,7,Médico,A,6000,7.9,1,0.38,N,2
27,23400,Aluguel,5,Educativo,D,7000,15.7,1,0.3,S,5
35,74984,Aluguel,2,Empreendimento,A,13500,7.29,0,0.18,N,9
25,50000,Aluguel,3,Personal,D,12000,16.77,0,0.24,N,3
29,60000,Hipoteca,2,Melhora do lar,C,6000,13.49,0,0.1,S,8
25,44000,Hipoteca,3,Empreendimento,A,3600,9.32,0,0.08,N,2
26,52000,Aluguel,5,Personal,B,5000,10.59,0,0.1,N,3
28,39000,Aluguel,6,Médico,D,8000,14.91,1,0.21,S,7
25,62400,Própria,7,Personal,E,4000,18.39,1,0.06,S,2
29,60000,Hipoteca,13,Médico,A,8000,5.99,0,0.13,N,9
24,45000,Aluguel,0,Médico,C,11200,12.04,0,0.25,S,3
32,54000,Hipoteca,6,Educativo,A,4800,NULL,0,0.09,N,7
30,60000,Própria,7,Empreendimento,D,6000,14.84,0,0.1,S,6
24,200000,Hipoteca,8,Melhora do lar,C,12000,13.49,0,0.06,N,2
37,74000,Aluguel,7,Personal,B,15000,11.71,0,0.2,N,11
23,42000,Aluguel,6,Educativo,B,11800,12.69,0,0.28,N,2
23,25200,Própria,3,Educativo,B,1000,11.48,0,0.04,N,4
35,48000,Aluguel,13,Médico,B,1500,9.91,0,0.03,N,9
27,30000,Aluguel,5,Médico,D,7000,15.62,1,0.23,N,6
25,19200,Aluguel,3,Empreendimento,B,5000,10.99,1,0.26,N,3
25,180000,Hipoteca,3,Empreendimento,B,9950,11.26,0,0.06,N,2
46,88400,Hipoteca,1,Médico,E,30000,18.39,1,0.29,N,16
24,60000,Aluguel,8,Educativo,A,16800,6.54,0,0.28,N,2
23,25000,Própria,NULL,Médico,C,4000,15.27,0,0.16,S,4
24,42765,Aluguel,9,Pagamento de débitos,C,18000,11.03,1,0.42,S,2
29,175000,Hipoteca,1,Pagamento de débitos,A,15000,8.49,0,0.09,N,8
23,18000,Aluguel,1,Personal,A,7000,7.88,1,0.39,N,4
43,62000,Hipoteca,11,Melhora do lar,A,5000,7.88,0,0.08,N,14
32,64000,Aluguel,1,Educativo,B,13000,10.99,0,0.2,N,9
21,12000,Própria,0,Personal,C,4200,13.48,1,0.35,S,4
27,35000,Aluguel,3,Médico,C,8000,14.79,0,0.23,S,9
26,84996,Aluguel,4,Educativo,B,3600,11.99,0,0.04,N,2
24,70000,Hipoteca,8,Melhora do lar,B,4800,11.36,0,0.07,N,2
40,46000,Hipoteca,5,Melhora do lar,A,10000,7.9,0,0.22,N,14
21,30000,Aluguel,1,Médico,B,10000,11.14,1,0.33,N,2
21,26000,Aluguel,2,Educativo,E,7750,16.7,1,0.3,N,3
21,21000,Aluguel,2,Empreendimento,A,5000,6.91,0,0.24,N,4
25,76209,Hipoteca,9,Pagamento de débitos,C,3000,NULL,0,0.04,S,4
25,57000,Aluguel,8,Médico,B,2000,11.36,0,0.04,N,2
26,NULL,Hipoteca,10,Empreendimento,C,4000,14.27,0,0.05,S,5
24,110400,Hipoteca,8,Empreendimento,A,3000,7.49,0,0.03,N,4
25,28000,Aluguel,3,Pagamento de débitos,C,8000,14.65,0,0.29,S,4
24,38272,Aluguel,1,Empreendimento,C,NULL,NULL,0,0.17,NULL,4
25,23000,Aluguel,4,Médico,B,4300,11.86,0,0.19,N,3
24,68648,Aluguel,1,Empreendimento,B,5000,10.99,0,0.07,N,2
25,51300,Aluguel,9,Pagamento de débitos,A,3600,7.49,0,0.07,N,3
24,36396,Aluguel,8,Pagamento de débitos,A,5000,6.03,0,0.14,N,3
24,39000,Aluguel,0,Médico,D,3000,14.61,1,0.08,S,4
23,33000,NULL,3,Personal,D,6000,NULL,0,0.2,N,7
24,74000,Aluguel,1,Melhora do lar,D,10000,14.54,1,0.14,N,2
24,54996,Aluguel,2,Melhora do lar,B,23600,11.89,1,0.43,N,4
23,36000,Aluguel,0,Educativo,A,8000,7.51,0,0.22,N,2
27,54000,Aluguel,1,Melhora do lar,F,12750,NULL,1,0.24,S,7
54,65000,Hipoteca,4,Personal,D,9600,15.99,0,0.15,N,20
24,121000,Aluguel,8,Personal,F,18000,18.3,0,0.15,N,3
32,118000,Hipoteca,3,Pagamento de débitos,D,8875,14.84,1,0.08,N,5
28,81120,Hipoteca,5,Melhora do lar,B,5200,11.49,0,0.06,N,7
25,73000,Aluguel,1,Educativo,A,12000,7.49,0,0.16,N,3
27,54000,Hipoteca,4,Médico,A,9000,6.62,0,0.17,N,10
22,50000,Hipoteca,3,Personal,B,6000,11.11,0,0.12,N,3
21,18000,Aluguel,1,Empreendimento,A,3200,8.49,1,0.18,N,2
21,34000,Aluguel,2,Personal,D,5000,14.59,1,0.15,N,4
21,36000,Hipoteca,2,Médico,C,5000,14.27,1,0.14,S,2
22,27000,Aluguel,3,Médico,A,2800,7.51,1,0.1,N,3
27,125000,Hipoteca,11,Personal,C,15975,12.72,0,0.13,S,8
26,98700,Hipoteca,6,Melhora do lar,C,9600,13.06,0,0.1,N,3
27,50000,Aluguel,5,Empreendimento,A,8000,7.14,0,0.16,N,6
25,44500,Aluguel,0,Empreendimento,B,3900,10.99,0,0.09,N,2
38,74237,Hipoteca,4,Personal,C,18000,14.35,0,0.24,S,15
23,40000,Aluguel,7,Personal,A,15000,7.49,1,0.38,N,3
35,19200,Aluguel,4,Médico,E,3000,16.4,1,0.16,S,7
29,54000,Hipoteca,8,Médico,D,14800,15.31,1,0.27,S,10
21,57000,Aluguel,3,Personal,A,3000,5.42,0,0.05,N,3
23,41000,Hipoteca,7,Educativo,A,6000,6.03,0,0.15,N,4
31,45000,Hipoteca,6,Pagamento de débitos,A,2500,7.88,0,0.06,N,8
25,34000,Hipoteca,2,Médico,C,15450,11.22,1,0.45,S,4
32,30000,Hipoteca,16,Educativo,A,7000,6.99,0,0.23,N,6
28,56000,Aluguel,4,Personal,A,6400,7.29,0,0.11,N,9
30,48000,Aluguel,4,Médico,A,7500,7.49,0,0.16,N,6
25,80266,Aluguel,5,Médico,B,6875,11.86,0,0.09,N,2
26,65600,Aluguel,5,Educativo,D,10000,13.55,1,0.15,S,2
24,105000,Aluguel,8,Pagamento de débitos,B,15000,10.95,0,0.14,N,3
24,65000,Aluguel,0,Educativo,B,14000,10.99,0,0.22,N,4
30,54000,Aluguel,14,Personal,D,4425,17.49,0,0.08,S,9
29,72000,Hipoteca,13,Empreendimento,A,22100,7.29,0,0.31,N,5
47,33888,Hipoteca,5,Personal,A,7000,7.49,0,0.21,N,13
25,74000,Aluguel,9,Melhora do lar,A,8000,7.29,1,0.11,N,3
33,32400,Aluguel,8,Educativo,A,11000,6.99,1,0.34,N,10
23,33000,Aluguel,5,Pagamento de débitos,D,4800,14.54,1,0.15,S,3
24,145000,Própria,2,Personal,B,11500,11.14,0,0.08,N,4
26,88068,Aluguel,10,Pagamento de débitos,B,14400,NULL,0,0.16,N,2
23,24000,Aluguel,2,Médico,B,2800,11.49,1,0.12,N,4
31,24000,Aluguel,0,Educativo,A,4000,6.76,0,0.17,N,9
23,72000,Hipoteca,7,Educativo,A,20000,7.49,0,0.28,N,2
34,56400,Hipoteca,2,Pagamento de débitos,A,7000,7.9,0,0.12,N,10
23,54000,Hipoteca,7,Educativo,B,21200,12.42,1,0.39,N,2
30,19968,Aluguel,3,Pagamento de débitos,E,4000,16.45,1,0.2,N,9
40,90000,Aluguel,1,Educativo,C,1500,14.27,0,0.02,S,14
47,35000,Própria,9,Personal,B,2500,NULL,0,0.07,N,12
33,82000,Hipoteca,2,Empreendimento,A,6000,7.51,0,0.07,N,6
23,46000,Aluguel,3,Médico,D,15000,16,1,0.33,N,4
25,145000,Hipoteca,3,Personal,B,7500,10.08,0,0.05,N,2
27,37440,Aluguel,5,Personal,A,15000,7.9,1,0.4,N,8
28,52000,Aluguel,0,Melhora do lar,B,4000,10.75,0,0.08,N,8
24,75000,Própria,8,Melhora do lar,B,29800,NULL,0,0.4,N,4
26,87000,Hipoteca,1,Melhora do lar,D,15000,14.74,0,0.17,S,3
29,50000,Aluguel,3,Pagamento de débitos,B,7000,NULL,0,0.14,N,6
24,120000,Própria,8,Educativo,A,5275,5.42,0,0.04,N,4
22,29865,Aluguel,6,Educativo,B,5000,11.12,1,0.17,N,3
25,40000,Aluguel,2,Médico,C,18000,13.11,1,0.45,S,3
22,50000,Hipoteca,5,Empreendimento,B,10000,10.36,0,0.2,N,3
22,38272,Própria,6,Médico,B,4800,9.99,0,0.13,N,2
33,42000,Hipoteca,3,Pagamento de débitos,A,13000,7.9,0,0.31,N,6
30,180000,Hipoteca,13,Personal,B,28000,10.65,0,0.16,N,6
32,230000,Aluguel,0,Melhora do lar,A,15000,5.99,0,0.07,N,5
23,54000,Aluguel,8,Empreendimento,B,12000,11.36,0,0.22,N,2
24,49812,Aluguel,4,Médico,A,15000,6.17,0,0.3,N,3
35,110000,Aluguel,9,Pagamento de débitos,C,25000,13.49,0,0.23,N,8
27,30000,Aluguel,3,Médico,B,2500,11.14,0,0.08,N,5
25,73000,Aluguel,9,Personal,B,13600,11.99,0,0.19,N,2
28,53000,Aluguel,11,Melhora do lar,C,5500,11.03,0,0.1,N,9
24,53000,Própria,8,Médico,A,3350,6.76,0,0.06,N,2
27,36000,Hipoteca,6,Empreendimento,B,4000,11.49,0,0.11,N,9
28,68666,Aluguel,7,Pagamento de débitos,B,21000,12.69,1,0.31,N,8
24,37004,Aluguel,2,Empreendimento,D,5500,15.05,1,0.15,N,4
33,38400,Hipoteca,0,Empreendimento,B,10000,9.91,0,0.26,N,7
21,17500,Aluguel,0,Pagamento de débitos,C,4000,13.22,1,0.23,S,4
23,250000,Hipoteca,7,Educativo,B,8800,10,0,0.04,N,2
24,135000,Aluguel,6,Médico,B,14400,12.69,0,0.11,N,4
30,98000,Hipoteca,8,Empreendimento,A,3500,7.68,0,0.04,N,10
33,158000,Hipoteca,11,Personal,E,15000,16.32,1,0.09,S,5
30,30000,Aluguel,1,Personal,B,14500,NULL,1,0.48,N,8
27,44630,Própria,10,Médico,B,10825,10.99,0,0.24,N,8
27,27000,Hipoteca,4,Empreendimento,A,4300,5.99,0,0.16,N,6
26,75000,Aluguel,1,Empreendimento,B,1800,9.25,0,0.02,N,2
28,120000,Hipoteca,0,Personal,B,20000,NULL,0,0.17,N,5
25,25000,Aluguel,5,Melhora do lar,B,3450,11.99,1,0.14,N,4
23,64000,Aluguel,0,Personal,C,12000,13.16,0,0.19,N,2
23,79996,Hipoteca,2,Educativo,E,24000,16.32,0,0.3,S,3
24,56000,NULL,NULL,Educativo,C,7200,10.59,0,0.17,N,6
24,48720,Aluguel,2,Médico,C,1500,14.35,0,0.03,S,2
41,43000,Própria,3,Empreendimento,B,22800,12.21,0,0.53,N,11
22,100000,Aluguel,2,Educativo,C,8450,12.99,0,0.08,S,2
22,36000,Hipoteca,6,Empreendimento,D,1400,14.84,0,0.04,N,2
31,26000,Hipoteca,1,Melhora do lar,C,2400,14.27,0,0.09,N,9
35,55000,Aluguel,3,Pagamento de débitos,B,9000,10.25,0,0.16,N,6
31,19200,Aluguel,0,Médico,A,4075,8.32,1,0.21,N,6
22,71000,Aluguel,3,Médico,A,10000,7.29,0,0.14,N,2
27,75000,Hipoteca,2,Empreendimento,B,8000,10.95,0,0.11,N,7
24,67000,Aluguel,0,Médico,B,10000,9.64,0,0.15,N,4
29,71000,Aluguel,1,Médico,C,12000,NULL,0,0.17,N,5
28,90722,Hipoteca,7,Melhora do lar,B,18000,10.99,0,0.2,N,5
34,65000,Hipoteca,4,Pagamento de débitos,A,11200,7.88,0,0.17,N,6
26,48000,Hipoteca,1,Empreendimento,B,4200,10.62,0,0.09,N,2
40,73100,Aluguel,0,Médico,D,20000,14.54,1,0.23,S,11
24,144000,Hipoteca,NULL,Pagamento de débitos,C,8000,14.72,0,0.06,N,4
25,65004,Hipoteca,9,Médico,A,4500,6.92,0,0.07,N,2
25,49500,Aluguel,6,Personal,C,24750,14.22,1,0.5,N,3
23,46852,Aluguel,3,Melhora do lar,B,6800,10.65,1,0.15,N,2
25,13200,Aluguel,0,Pagamento de débitos,A,6625,8.63,1,0.5,N,3
23,62400,Aluguel,0,Pagamento de débitos,C,10000,12.87,0,0.16,S,4
30,90000,Aluguel,14,Médico,A,18000,8.94,0,0.2,N,8
21,47000,Aluguel,5,Empreendimento,D,7000,14.96,0,0.15,S,3
35,44908,Aluguel,6,Educativo,A,5000,6.92,0,0.11,N,7
